platform,listing_id,title,district,ward,address,price_vnd,house_type,area_m2,electric_price,water_price,wifi_price,other_utilities_price,parking_fee,air_conditioner,water_heater,refrigerator,washing_machine,elevator,balcony_window,pet_allowed,amenities_list,latitude,longitude,contact_phone,image_count,image_urls,listing_url
YourHome.top,YH_1788934346405,VSKK-33 Đốc Ngữ,Ba Đình,Liễu Giai,VSKK-33 Đốc Ngữ,6500000,Studio khép kín,30,4000,35000,100000,100000,0,1,1,1,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Bàn ghế(sofa); Kệ bếp; Tủ lạnh,21.04214443,105.8146108,0373419985,6,https://yourhome.top/images/room-image-1788934211101-0-1788934256216.jpg | https://yourhome.top/images/room-image-1788934212410-1-1788934257555.jpg | https://yourhome.top/images/room-image-1788934212908-2-1788934258016.jpg | https://yourhome.top/images/room-image-1788934213364-3-1788934258455.jpg | https://yourhome.top/images/room-image-1788934213857-4-1788934258942.jpg | https://yourhome.top/images/room-image-1788934214307-5-1788934259384.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788933085185,VSKK-Số 2 Linh Lang,Ba Đình,Cống Vị,VSKK-Số 2 Linh Lang,5500000,Studio khép kín,25,4000,35000,100000,100000,0,1,1,0,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Kệ bếp,21.03409505,105.81007,0373419985,6,https://yourhome.top/images/room-image-1788932958427-0-1788933003525.jpg | https://yourhome.top/images/room-image-1788932959830-1-1788933004985.jpg | https://yourhome.top/images/room-image-1788932960315-2-1788933005388.jpg | https://yourhome.top/images/room-image-1788932960794-3-1788933005893.jpg | https://yourhome.top/images/room-image-1788932961197-4-1788933006312.jpg | https://yourhome.top/images/room-image-1788932961666-5-1788933006702.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788932474757,VSKK-167 Thuỵ khuê,Tây Hồ,Thụy Khuê,VSKK-167 Thuỵ khuê,6500000,Studio khép kín,30,4000,35000,100000,100000,0,1,1,1,0,0,1,0,Máy sấy; Wifi; Điều hòa; Nóng lạnh; Tủ lạnh; Giường; Tủ quần áo; pccc; Kệ bếp; Ban công; Bàn ghế(sofa),21.04325092,105.8211168,0373419985,5,https://yourhome.top/images/room-image-1788932311774-0-1788932357040.jpg | https://yourhome.top/images/room-image-1788932313170-1-1788932358406.jpg | https://yourhome.top/images/room-image-1788932313809-2-1788932358965.jpg | https://yourhome.top/images/room-image-1788932314319-3-1788932359427.jpg | https://yourhome.top/images/room-image-1788932314722-4-1788932359763.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1776902247338,VSKK-Hồ Cây Sữa - Ngõ Chợ Khâm Thiên,Đống Đa,Trung Phụng,VSKK-Hồ Cây Sữa - Ngõ Chợ Khâm Thiên,5500000,Studio khép kín,25,4000,35000,100000,100000,0,1,1,1,1,1,1,1,Điều hòa; Nóng lạnh; Tủ lạnh; Bàn ghế(sofa); Kệ bếp; Bếp riêng; Wifi; Ban công; Thang máy; Cửa vân tay; pccc; Hút mùi; Máy giặt chung; Cho nuôi pet,21.0171775,105.8385896,968599313,7,https://yourhome.top/images/1776902247338-0-room-image-1776902105261-0.jpg | https://yourhome.top/images/1776902247338-1-room-image-1776902105265-1.jpg | https://yourhome.top/images/1776902247338-2-room-image-1776902105269-2.jpg | https://yourhome.top/images/1776902247338-3-room-image-1776902105272-3.jpg | https://yourhome.top/images/1776902247338-4-room-image-1776902105274-4.jpg | https://yourhome.top/images/1776902247338-5-room-image-1776902105276-5.jpg | https://yourhome.top/images/1776902247338-6-room-image-1776902105279-6.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788929641934,NGÕ 143 QUAN HOA,Cầu Giấy,Quan Hoa,NGÕ 143 QUAN HOA,4800000,Studio khép kín,25,4000,120000,100000,150000,0,0,1,0,1,0,0,0,Wifi; Nóng lạnh; Máy giặt chung; Giường; Tủ quần áo; Kệ bếp,21.03587785,105.8026397,0373419985,3,https://yourhome.top/images/room-image-1788928897635-0-1788928942738.jpg | https://yourhome.top/images/room-image-1788928898900-1-1788928943962.jpg | https://yourhome.top/images/room-image-1788928899320-2-1788928944905.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788927931826,VSKK-NGÕ 488 NGÁCH 22 TRẦN CUNG,Bắc Từ Liêm,Cổ Nhuế 1,VSKK-NGÕ 488 NGÁCH 22 TRẦN CUNG,2400000,Gác xép / Duplex,18,4000,100000,100000,100000,0,0,1,0,1,0,0,0,Máy giặt chung; Nóng lạnh; Tủ quần áo,21.0566316,105.7845645,0373419985,4,https://yourhome.top/images/room-image-1788927789525-0-1788927834819.jpg | https://yourhome.top/images/room-image-1788927790977-1-1788927836035.jpg | https://yourhome.top/images/room-image-1788927791376-2-1788927836382.jpg | https://yourhome.top/images/room-image-1788927791723-3-1788927836713.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788927463577,83 TẢ  THANH OAI,Thanh Trì,Tả Thanh Oai,83 TẢ  THANH OAI,2600000,Studio khép kín,20,4000,120000,100000,150000,0,0,0,0,1,1,0,0,Thang máy; Máy giặt chung,20.93075671,105.7981259,0968599313,4,https://yourhome.top/images/room-image-1788927102144-0-1788927148032.jpg | https://yourhome.top/images/room-image-1788927104090-1-1788927149152.jpg | https://yourhome.top/images/room-image-1788927104489-2-1788927149505.jpg | https://yourhome.top/images/room-image-1788927104825-3-1788927149852.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788925678890,vskk-83 Phú Mỹ,Nam Từ Liêm,Mỹ Đình 2,vskk-83 Phú Mỹ,3500000,Studio khép kín,20,3800,35000,100000,50000,0,0,1,0,0,0,1,0,Wifi; Giường; Tủ quần áo; Ban công; Nóng lạnh,21.0293251,105.772695,0967980598,4,https://yourhome.top/images/room-image-1788925401343-0-1788925446456.jpg | https://yourhome.top/images/room-image-1788925402814-1-1788925447982.jpg | https://yourhome.top/images/room-image-1788925403328-2-1788925448399.jpg | https://yourhome.top/images/room-image-1788925404034-3-1788925449111.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788942259424,ngõ 174 Đội Cấn,Ba Đình,Đội Cấn,ngõ 174 Đội Cấn,7500000,Studio khép kín,40,4000,35000,100000,100000,0,1,1,1,0,0,1,1,Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Kệ bếp; Wifi; pccc; Cho nuôi pet; Ban công; Tủ lạnh,21.03490906,105.8251678,0373419985,7,https://yourhome.top/images/room-image-1788942420513-0-1788942466214.jpg | https://yourhome.top/images/room-image-1788942422644-1-1788942467802.jpg | https://yourhome.top/images/room-image-1788942423248-2-1788942468351.jpg | https://yourhome.top/images/room-image-1788942423776-3-1788942468811.jpg | https://yourhome.top/images/room-image-1788942424251-4-1788942469376.jpg | https://yourhome.top/images/room-image-1788942424776-5-1788942469881.jpg | https://yourhome.top/images/room-image-1788942425378-6-1788942470507.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788932495166,VSKK-167 Thuỵ khuê,Tây Hồ,Thụy Khuê,VSKK-167 Thuỵ khuê,5500000,Studio khép kín,20,4000,35000,100000,100000,0,1,1,1,0,0,1,1,Máy sấy; Wifi; Điều hòa; Nóng lạnh; Tủ lạnh; Giường; Tủ quần áo; pccc; Kệ bếp; Ban công; Bàn ghế(sofa); Cho nuôi pet,21.04329939,105.8211394,0373419985,4,https://yourhome.top/images/room-image-1788932550985-0-1788932596192.jpg | https://yourhome.top/images/room-image-1788932552420-1-1788932597611.jpg | https://yourhome.top/images/room-image-1788932553049-2-1788932598189.jpg | https://yourhome.top/images/room-image-1788932553536-3-1788932598603.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788929661835,NGÕ 143 QUAN HOA,Cầu Giấy,Quan Hoa,NGÕ 143 QUAN HOA,4500000,Studio khép kín,25,4000,120000,100000,150000,0,0,1,0,1,0,0,0,Nóng lạnh; Giường; Tủ quần áo; Kệ bếp; Wifi; Máy giặt chung,21.03592995,105.8026046,0373419985,4,https://yourhome.top/images/room-image-1788929787779-0-1788929833158.jpg | https://yourhome.top/images/room-image-1788929789233-1-1788929834298.jpg | https://yourhome.top/images/room-image-1788929789651-2-1788929834650.jpg | https://yourhome.top/images/room-image-1788929790084-3-1788929835136.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788859078356,ngõ 649/77 lĩnh nam,Hoàng Mai,Lĩnh Nam,ngõ 649/77 lĩnh nam,3500000,Studio khép kín,20,4000,100000,100000,50000,0,1,1,1,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Tủ lạnh,20.98275089,105.8890579,0968599313,3,https://yourhome.top/images/room-image-1788858958022-0-1788859003710.jpg | https://yourhome.top/images/room-image-1788858959591-1-1788859005040.jpg | https://yourhome.top/images/room-image-1788858960015-2-1788859005447.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788858454509,"ngõ 595/7,đường lĩnh nam",Hoàng Mai,Lĩnh Nam,"ngõ 595/7,đường lĩnh nam",3500000,Phòng trọ WC chung,25,4000,100000,100000,50000,0,1,1,1,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Tủ lạnh,20.98020098,105.8878297,0968599313,4,https://yourhome.top/images/room-image-1788858311355-0-1788858356816.jpg | https://yourhome.top/images/room-image-1788858312848-1-1788858358391.jpg | https://yourhome.top/images/room-image-1788858313415-2-1788858358817.jpg | https://yourhome.top/images/room-image-1788858313772-3-1788858359204.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788857026856,"vskk-nhà 132a, tân khai, vĩnh hưng",Hoàng Mai,Vĩnh Hưng,"vskk-nhà 132a, tân khai, vĩnh hưng",4700000,Studio khép kín,30,4000,100000,100000,50000,0,1,1,1,0,1,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Tủ lạnh; Kệ bếp; Thang máy,20.98889742,105.8716505,0968599313,5,https://yourhome.top/images/room-image-1788856867794-0-1788856913443.jpg | https://yourhome.top/images/room-image-1788856869353-1-1788856915040.jpg | https://yourhome.top/images/room-image-1788856870121-2-1788856915491.jpg | https://yourhome.top/images/room-image-1788856870557-3-1788856915972.jpg | https://yourhome.top/images/room-image-1788856871015-4-1788856916401.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788848100450,"vskk-ngõ 224, đường hoàng mai",Hoàng Mai,Tân Mai,"vskk-ngõ 224, đường hoàng mai",3200000,Studio khép kín,28,4000,100000,100000,50000,0,1,1,0,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; pccc,20.9873292,105.8561954,0968599313,4,https://yourhome.top/images/room-image-1788848004357-0-1788848050389.jpg | https://yourhome.top/images/room-image-1788848006327-1-1788848051899.jpg | https://yourhome.top/images/room-image-1788848006918-2-1788848052340.jpg | https://yourhome.top/images/room-image-1788848007334-3-1788848052763.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788840082761,"vskk- ngõ 143/45/9, quan hoa",Cầu Giấy,Trung Hòa,"vskk- ngõ 143/45/9, quan hoa",3500000,Studio khép kín,25,4000,100000,100000,50000,0,1,1,0,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Tủ quần áo; Giường; Kệ bếp,21.01446984,105.8019347,0373419985,2,https://yourhome.top/images/room-image-1788839989901-0-1788840035625.jpg | https://yourhome.top/images/room-image-1788839991290-1-1788840036811.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788839622651,"ngõ 36 trung hòa, yên hòa",Cầu Giấy,Trung Hòa,"ngõ 36 trung hòa, yên hòa",1800000,Phòng trọ WC chung,15,4000,100000,100000,50000,0,1,1,0,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Tủ quần áo; Giường,21.01452348,105.8020043,0373419985,2,https://yourhome.top/images/room-image-1788839531773-0-1788839577629.jpg | https://yourhome.top/images/room-image-1788839533458-1-1788839579017.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788859133289,ngõ 649/77 lĩnh nam,Hoàng Mai,Thanh Trì,ngõ 649/77 lĩnh nam,2500000,Phòng trọ WC chung,18,4000,100000,100000,50000,0,1,1,1,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Tủ lạnh,20.9824254,105.8897544,0968599313,5,https://yourhome.top/images/room-image-1788859181684-0-1788859227287.jpg | https://yourhome.top/images/room-image-1788859183246-1-1788859228865.jpg | https://yourhome.top/images/room-image-1788859183892-2-1788859229273.jpg | https://yourhome.top/images/room-image-1788859184275-3-1788859229778.jpg | https://yourhome.top/images/room-image-1788859184750-4-1788859230146.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788857711672,"vskk-nhà 132a, tân khai, vĩnh hưng",Hoàng Mai,Vĩnh Hưng,"vskk-nhà 132a, tân khai, vĩnh hưng",4500000,Studio khép kín,30,4000,100000,100000,50000,0,1,1,1,0,1,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Tủ lạnh; Kệ bếp; Thang máy,20.98894368,105.8716988,0968599313,4,https://yourhome.top/images/room-image-1788857872167-0-1788857917949.jpg | https://yourhome.top/images/room-image-1788857873935-1-1788857919435.jpg | https://yourhome.top/images/room-image-1788857874484-2-1788857919923.jpg | https://yourhome.top/images/room-image-1788857874892-3-1788857920315.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788857578724,"vskk-nhà 132a, tân khai, vĩnh hưng",Hoàng Mai,Vĩnh Hưng,"vskk-nhà 132a, tân khai, vĩnh hưng",4500000,Studio khép kín,30,4000,100000,100000,50000,0,1,1,1,0,1,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Tủ lạnh; Kệ bếp; Thang máy,20.98911886,105.8718275,0968599313,4,https://yourhome.top/images/room-image-1788857602847-0-1788857648259.jpg | https://yourhome.top/images/room-image-1788857604148-1-1788857649555.jpg | https://yourhome.top/images/room-image-1788857604598-2-1788857650016.jpg | https://yourhome.top/images/room-image-1788857605032-3-1788857650462.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788857380338,"vskk-nhà 132a, tân khai, vĩnh hưng",Hoàng Mai,Vĩnh Hưng,"vskk-nhà 132a, tân khai, vĩnh hưng",4500000,Studio khép kín,30,4000,100000,100000,50000,0,1,1,1,0,1,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Tủ lạnh; Kệ bếp; Thang máy,20.98955159,105.872267,0968599313,4,https://yourhome.top/images/room-image-1788857431406-0-1788857476902.jpg | https://yourhome.top/images/room-image-1788857432759-1-1788857478237.jpg | https://yourhome.top/images/room-image-1788857433184-2-1788857478601.jpg | https://yourhome.top/images/room-image-1788857433626-3-1788857479051.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788857118341,"vskk-nhà 132a, tân khai, vĩnh hưng",Hoàng Mai,Yên Sở,"vskk-nhà 132a, tân khai, vĩnh hưng",4800000,Studio khép kín,30,4000,100000,100000,50000,0,1,1,1,0,1,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Tủ lạnh; Kệ bếp; Thang máy,20.9741008,105.8621072,0968599313,4,https://yourhome.top/images/room-image-1788857201710-0-1788857247188.jpg | https://yourhome.top/images/room-image-1788857203293-1-1788857248729.jpg | https://yourhome.top/images/room-image-1788857203714-2-1788857249122.jpg | https://yourhome.top/images/room-image-1788857204149-3-1788857249550.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788847407034,"ngách 71, ngõ gốc đề",Hoàng Mai,Hoàng Văn Thụ,"ngách 71, ngõ gốc đề",3300000,Phòng trọ WC chung,20,4000,100000,100000,50000,0,1,1,0,0,0,0,0,Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Wifi; pccc; thang bộ,20.99283574,105.8548031,0968599313,3,https://yourhome.top/images/room-image-1788847460063-0-1788847505589.jpg | https://yourhome.top/images/room-image-1788847461591-1-1788847507022.jpg | https://yourhome.top/images/room-image-1788847462081-2-1788847507509.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788846551792,"ngách 71, ngõ gốc đề",Hoàng Mai,Hoàng Văn Thụ,"ngách 71, ngõ gốc đề",3300000,Phòng trọ WC chung,20,4000,100000,100000,50000,0,1,1,0,0,0,0,0,Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Wifi; pccc; thang bộ,20.99286174,105.8547822,0968599313,4,https://yourhome.top/images/room-image-1788846761900-0-1788846807351.jpg | https://yourhome.top/images/room-image-1788846762752-1-1788846808196.jpg | https://yourhome.top/images/room-image-1788846763165-2-1788846808590.jpg | https://yourhome.top/images/room-image-1788846763532-3-1788846808962.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788845588531,vskk-ngõ 24 kim đồng,Hoàng Mai,Giáp Bát,vskk-ngõ 24 kim đồng,4000000,Studio khép kín,25,4000,100000,100000,50000,0,1,1,0,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; pccc,20.98245668,105.8438307,0968599313,3,https://yourhome.top/images/room-image-1788845663446-0-1788845708924.jpg | https://yourhome.top/images/room-image-1788845665121-1-1788845710563.jpg | https://yourhome.top/images/room-image-1788845665631-2-1788845711033.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788844538337,"lô A1, khu đô thi đại kim",Hoàng Mai,Yên Sở,"lô A1, khu đô thi đại kim",2500000,Phòng trọ WC chung,18,4000,100000,100000,50000,0,1,1,0,0,0,0,0,Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Wifi; pccc,20.9741008,105.8621072,0968599313,4,https://yourhome.top/images/room-image-1788844600107-0-1788844645715.jpg | https://yourhome.top/images/room-image-1788844601584-1-1788844647050.jpg | https://yourhome.top/images/room-image-1788844602096-2-1788844647628.jpg | https://yourhome.top/images/room-image-1788844602609-3-1788844648029.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788844271753,"lô A1, khu đô thi đại kim",Hoàng Mai,Thịnh Liệt,"lô A1, khu đô thi đại kim",2700000,Phòng trọ WC chung,18,4000,100000,100000,50000,0,1,1,0,0,0,0,0,Điều hòa; Nóng lạnh; Giường; Tủ quần áo; Wifi; pccc,20.97735329,105.8354301,0968599313,4,https://yourhome.top/images/room-image-1788844356558-0-1788844402504.jpg | https://yourhome.top/images/room-image-1788844358189-1-1788844403702.jpg | https://yourhome.top/images/room-image-1788844358698-2-1788844404134.jpg | https://yourhome.top/images/room-image-1788844359111-3-1788844404494.jpg,https://yourhome.top/?city=ha-noi
YourHome.top,YH_1788843945422,"lô A1, khu đô thi đại kim",Hoàng Mai,Thịnh Liệt,"lô A1, khu đô thi đại kim",2800000,Phòng trọ WC chung,18,4000,100000,100000,50000,0,1,1,0,0,0,0,0,Wifi; Điều hòa; Nóng lạnh; Giường; Tủ quần áo; pccc,20.97736369,105.8354406,0968599313,3,https://yourhome.top/images/room-image-1788844054127-0-1788844099555.jpg | https://yourhome.top/images/room-image-1788844055299-1-1788844100714.jpg | https://yourhome.top/images/room-image-1788844055702-2-1788844101117.jpg,https://yourhome.top/?city=ha-noi
