listing_id,source,url,title,description,price_vnd,area_m2,address_raw,city,district,ward,house_type,latitude,longitude,electric_price,water_price,wifi_price,other_utilities_price,parking_fee,air_conditioner,water_heater,refrigerator,washing_machine,elevator,balcony_window,fire_safety,pet_allowed,room_type,posted_at_raw,phone_number,image_urls,n_images,crawled_at
phongtro123_681818,phongtro123,https://phongtro123.com/chinh-chu-cho-thue-phong-tro-khep-kin-rieng-biet-an-ninh-an-toan-yen-tinh-pr681818.html,"Chính chủ cho thuê phòng trọ khép kín, riêng biệt, an ninh, an toàn, yên tĩnh.","Chính chủ cho thuê phòng trọ khép kín, riêng biệt, an ninh, an toàn, yên tĩnhư
đầy đủ nóng lạnh, điều hòa, tủ bếp, kệ bếp, tủ quần áo
gần các trường ĐH Bách khoa, Kinh té, Xây dựng, gần các phố Huế, Đại cồ việt, Nguyễn công trứ, Lò đúc.
Giá 2.500.000đ",2500000,18.0,"11 Phố Đồng Nhân, Phường Hai Bà Trưng, Hà Nội",hà nội,Hai Bà Trưng,Hai Bà Trưng,Studio khép kín,21.006688,105.851978,,,,,,True,True,False,False,False,False,False,False,phòng trọ,"Thứ 6, 13:26 16/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/1000004991_1747376692.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/1000004990_1747376692.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/1000004989_1747376693.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/01/img-6803_1788232468.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369345.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369246.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369556.png""]",8,2026-09-11T14:48:14.299637
phongtro123_681077,phongtro123,https://phongtro123.com/chinh-chu-cho-thue-phong-tro-31m-nha-moi-ngo-18-dai-la-bach-kinh-xay-pr681077.html,"- CHÍNH CHỦ CHO THUÊ PHÒNG TRỌ 31M, NHÀ MỚI, NGÕ 18 ĐẠI LA ( BÁCH-KINH-XÂY)","- Diện tích: 31 m2
- Có điều hòa, nóng lạnh, nhà vệ sinh riêng, giường, tủ, đệm.
- Điểm cộng: có cửa sổ rộng thông ra ban công thoát hiểm, nhà mới xây sạch sẽ, vào ở luôn.
- Giá thuê: 4,5 triệu/ tháng/phòng, cọc 1 tháng, thanh toán 1 tháng kỳ đầu
- Địa chỉ: cách đầu ngõ 18 Đại La 30m, cách đại học kinh tế quốc dân 300m, cách ĐH xây dựng, Bách Khoa 600m.
- Tầng 1 để xe, có sân trước nhà có thể để 2-3 xe, Tầng 2,3,4 có 3 ngủ + 3 vệ sinh riêng, tầng 5 sân phơi thoáng có máy giặt.
- Phù hợp cho: sinh viên (có thể ở 2-3), người đi làm, gia đình nhỏ,...
Liên hệ: chị Trang-Miễn Trung gian
Ảnh thật, việc thật",4500000,31.0,"18 Phố Đại La, Phường Bạch Mai, Hà Nội",hà nội,Hai Bà Trưng,Bạch Mai,Phòng trọ khép kín,21.001,105.85,,,,,,True,True,False,True,False,True,False,False,phòng trọ,"Thứ 6, 08:11 09/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/08/anh-1_1746699363.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/08/anh-2_1746699363.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/08/anh-3_1746699365.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/01/img-6803_1788232468.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369345.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369246.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369556.png""]",8,2026-09-11T14:48:14.545924
phongtro123_681429,phongtro123,https://phongtro123.com/24-cho-mo-lao-studio-full-noi-that-oto-do-cua-ngay-ga-van-quan-2-pr681429.html,24 CHỢ MỖ LAO - STUDIO FULL NỘI THẤT - OTO ĐỖ CỬA - NGAY GA VĂN QUÁN,"24 CHỢ MỖ LAO - STUDIO FULL NỘI THẤT - OTO ĐỖ CỬA - NGAY GA VĂN QUÁN
Nằm cạnh Học Viện Bưu Chính Viễn Thông – Gần các trường Đại học Kiến Trúc, Học Viện Y Dược Cổ Truyền ... Cách điểm xe buýt và ga tàu điện chỉ 300m, cạnh Hồ Nguyễn Văn Trỗi.
Nội thất siêu đẹp, siêu sang, chỉ cần vô tận hưởng thôi
Giá cho thuê: 3tr8/tháng
Có camera 24/7, cổng kiểm soát vân tay nghiêm ngặt
Có máy giặt, máy lạnh, tủ lạnh, giường, tủ .....
Kí hợp đồng dài hạn đảm bảo không tăng giá
Nhắn z.a.l.o khi cần thông tin chi tiết.",3800000,25.0,"Đường Mỗ Lao, Phường Hà Đông, Hà Nội",hà nội,Hà Đông,Hà Đông,Studio khép kín,20.963272,105.76518,,,,,,True,False,True,True,False,False,False,False,phòng trọ,"Thứ 3, 08:57 13/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/13/z5240521688870-6e7525f61e88064e046e568f7b6f96d7_1747101370.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/13/z5240521598135-d4b6ad218f199631cb4bc84418da7ad0_1747101364.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/13/z5240521612162-8d098b44ec5ba14690760d42a6c514ea_1747101364.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/13/z5240521661965-52de83756b93297a7fa339e80771130a_1747101368.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/13/z5240521673315-9d17dcea0a73a29bf632e3488238e4ed_1747101368.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/13/z5240521628607-94faa79043a4faa8d272dace46abf6ba_1747101366.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/27/b55d07843241ed1fb450_1711514068.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg""]",8,2026-09-11T14:48:11.336991
phongtro123_681382,phongtro123,https://phongtro123.com/cho-thue-phong-tro-tai-ngo-210-hoang-quoc-viet-bac-tu-liem-ha-noi-gia-tu-3-trieu-dong-thang-2-pr681382.html,CHO THUÊ PHÒNG TRỌ TẠI NGÕ 210 HOÀNG QUỐC VIỆT - BẮC TỪ LIÊM - HÀ NỘI (Giá từ 3 - 4tr /tháng),"Chính chủ đang cần cho thuê phòng trọ đầy đủ nội thất tại địa chỉ ngõ 210 Hoàng Quốc Việt, Bắc Từ Liêm, Hà Nội.
- Phòng đẹp, sàn gỗ, cầu thang gỗ, tủ quần áo, điều hòa, có ban công rộng rãi phơi quần áo, bếp nấu ăn riêng từng phòng
- Vệ sinh chung phòng (2 phòng chung 1 nhà vệ sinh). Đầy đủ thiết bị vệ sinh, bình nóng lạnh.
- Vị trí thuận lợi, gần các trường ĐH lớn như Học viện kỹ thuật quân sự, Đại học Điện Lực, Cao đẳng Du Lịch. Đối điện Học viện Chính trị Quốc Gia Hồ Chí Minh, Bệnh viện E - 400m
- Nhà cách đường Hoàng Quốc Việt chỉ 50m, cực kì thuận tiện, ô tô vào sát cửa (cách 10m). Khu dân cư an ninh cao.
- Đã lắp đặt hệ thống phòng chống cháy nổ được cấp phép
- Sử dụng khóa vân tay, có camera an ninh
- Giờ giấc thoải mái, không chung chủ
- Liên hệ Bác Phượng: 098.322.5656",3000000,15.0,"Ngõ 210 Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Hà Nội",hà nội,Bắc Từ Liêm,Nghĩa Đô,Phòng trọ WC chung,21.047802,105.796791,,,,,,True,True,False,False,False,True,False,False,phòng trọ,"Thứ 2, 15:20 12/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/photo-2025-05-12-15-03-50_1747037938.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/photo-2025-05-12-15-03-15_1747037943.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/photo-2025-05-12-15-03-19_1747037943.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/photo-2025-05-12-15-03-22_1747037943.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/photo-2025-05-12-15-03-26_1747037943.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/photo-2025-05-12-15-03-29_1747037944.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/photo-2025-05-12-15-03-54_1747037944.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/photo-2025-05-12-15-03-57_1747037945.jpg""]",8,2026-09-11T14:48:18.327291
phongtro123_681829,phongtro123,https://phongtro123.com/cho-thue-phong-nha-4-tang-ngo-pho-khuong-trung-gan-truong-tieu-hoc-thcs-nguyen-trai-pr681829.html,"Cho thuê phòng nhà 4 tầng ngõ Phố Khương Trung ( gần trường tiểu học,THCS Nguyễn Trãi )","Cho thuê các phòng tầng 2,3,4 ( nhà có 4 tầng ) tại ngõ 132 Khương Trung, Thanh Xuân , Hà Nội.
Liên hệ : 091261735 / 098 7965518
Giá từ 2,000,000 đến 3,900,000 đ
Gần trường học , gần chợ , tiện sinh hoạt
Điện nước giá nhà nước .",2000000,20.0,"12 Đường Khương Trung, Xã Hòa Vang, Hà Nội",hà nội,Thanh Xuân,Hòa Vang,Phòng trọ khép kín,20.997,105.818,Điện giá dân,,,,,False,False,False,False,False,False,False,False,phòng trọ,"Thứ 6, 14:40 16/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/unnamed-3_1747381021.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/01/img-6803_1788232468.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369345.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369246.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369556.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369704.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/10/img-20260829-181555_1789013209.jpg""]",8,2026-09-11T14:48:17.850066
phongtro123_681383,phongtro123,https://phongtro123.com/co-phong-tang-4-cho-thue-o-hv-bao-chi-pr681383.html,Có phòng tầng 4 cho thuê ở Hv báo chí,"Hiện chỉ còn 01 phòng khép kín ở tầng 4 cho thuê, dành cho hộ gia đình trẻ, sinh viên trí thức, người đã đi làm thuê để ở lâu dài. Có đầy đủ: Điều hòa, nóng lạnh, internet,máy giặt ….
Vị trí tiện lợi với nhiều tiện ích xung quanh: Nằm trong khu tập thể Học Viện Báo Chí và Tuyên Truyền, ngõ 36 hoặc ngõ 68 (2 ngõ song song) đường Xuân Thủy, Cầu Giấy, Hà Nội hoặc đi ngõ 81 cạnh bến xe bus, ngõ đối diện chi cụ thuế quận Cầu Giấy đường Nguyễn Phong Sắc vào tầm 200m.
+ Nằm ở trung tâm cách các điểm xe buýt và đường Xuân Thủy và đường Nguyễn Phong Sác tầm 200m.
+ Ngõ đường to 2 oto tránh nhau, oto đỗ tận cửa.
+ Ra khỏi nhà là có chợ họp, cửa hàng tạp hóa, siêu thị mini, … tiện mua bán.
+ Gần bệnh viện như viện E, viện Nhi Trung Ương, Sản Hà Nội, bệnh viện mắt Quốc Tế Nga- Việt tiện chăm sóc sức khỏe đảm bảo cho cả gia đình.
+ Gần trường đại học Quóc Gia, Sư Phạm, HV Quân Sự, Đại học Điện Lực, Đại học Giao Thông Vận Tải, Đại học Thương Mại, ….",2800000,25.0,"Đường Xuân Thủy, Phường Cầu Giấy, Hà Nội",hà nội,Cầu Giấy,Cầu Giấy,Studio khép kín,21.036237,105.790583,,,,,,True,True,False,True,False,False,False,False,phòng trọ,"Thứ 2, 15:23 12/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/1_1747038181.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/2_1747038181.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/3_1747038183.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/5_1747038183.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/6_1747038185.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/7_1747038185.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/8_1747038187.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg""]",8,2026-09-11T14:48:18.154967
phongtro123_681390,phongtro123,https://phongtro123.com/goc-pass-phong-3tr5-40m2-25-ngo-259-yen-hoa-cau-giay-ha-noi-pr681390.html,"Góc Pass Phòng - 3tr5 - 40m2 - 25 ngõ 259 yên hòa, cầu giấy, hà nội","Mình cần pass phòng ở tầng 1 số nhà 25 ngõ 259 yên hòa, cầu giấy vì về quê
Diện tích : 40m2, Vskk, không chung chủ, đầy đủ : đhnl,giường , tủ, kệ bếp, bồn rửa bát
Giá phòng : 3tr5
Điện : 4k/ số
Nước : 30k/ khối
Rác: 30k/ người
Free Wifi, máy giặt,
chỗ để xe rộng rãi, hệ thống PCCC đảm bảo
 Có thể vào ở luôn hoặc đầu tháng 6
Quan tâm ib fb/ zalo : 0344.245.297",3500000,40.0,"25 ngõ 259 Yên Hòa, Phường Yên Hòa Đường Yên Hòa, Phường Cầu Giấy, Hà Nội",hà nội,Cầu Giấy,Cầu Giấy,Phòng trọ khép kín,21.036237,105.790583,4k/ số,30k/ khối,,,,False,False,False,True,False,False,True,False,phòng trọ,"Thứ 2, 16:29 12/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/z6593992946515-3a92f1a1e0f69f66e8d740699ce1253c_1747042118.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/z6593992947294-79d16672a2d9210512a9d8a85ea7ef2f_1747042118.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/z6593992952457-40877e147cf4954e9ea81ebec45a090c_1747042118.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/12/z6593992953838-8a35f8398159d8e1e6d9d1a6a9427d60_1747042118.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/01/img-6803_1788232468.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369345.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369246.png""]",8,2026-09-11T14:48:20.126406
phongtro123_675545,phongtro123,https://phongtro123.com/khai-truong-ccmn-so-8-dai-lo-thang-long-pr675545.html,Khai Trương CCMN số 8 Đại Lộ Thăng Long,"Khai Trương CCMN số 8 Đại Lộ Thăng Long
- Đầy đủ PCCC
- Diện tích từ 25-30m
- Không giới hạn người ở
- Nuôi pet, nhận khách nước ngoài
- Không chung chủ
- Chính chủ cho thuê",4200000,25.0,"8 Đường Đại Lộ Thăng Long, Phường Từ Liêm, Hà Nội",hà nội,,Từ Liêm,Chung cư mini (CCMN),21.015243,105.765435,,,,,,False,False,False,False,False,False,True,False,phòng trọ,"Thứ 2, 11:04 12/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/02/27/z6052112116548-cb1395ed7c6be6f931bb6f5629594069_1740596244.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/02/27/z6052112139320-92fe22f981fe52444a6fc68fe1224903_1740596244.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/02/27/z6052112149275-3fea1d02ec6850620588dfe77af245ea_1740596249.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/02/27/z6052112152532-992564b72b647dd21993ec1deffb97fb_1740596249.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/01/img-6803_1788232468.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369345.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369246.png""]",8,2026-09-11T14:48:19.674060
phongtro123_681764,phongtro123,https://phongtro123.com/cho-thue-phong-tai-phan-dinh-phung-ba-dinh-gia-chi-4-trieu-thang-pr681764.html,"Cho thuê phòng tại Phan Đình Phùng, Ba Đình – Giá chỉ 4 triệu/tháng","Chính chủ cho thuê phòng tại Phan Đình Phùng, Ba Đình – Giá chỉ 4 triệu/tháng
1. Địa chỉ: Số 41, ngõ 45 Phan Đình Phùng, phường Quán Thánh, quận Ba Đình, Hà Nội.
2. Vị trí đắc địa:
Nằm ngay trung tâm thành phố, khu vực yên tĩnh, an ninh tốt. Chỉ vài phút di chuyển đến các địa điểm nổi tiếng như Hoàng Thành Thăng Long, Phố Cổ Hà Nội, Ga đường tàu Phùng Hưng. Thuận tiện cho sinh viên, người đi làm, chuyên gia làm việc tại trung tâm Hà Nội.
3. Thông tin phòng:
- Diện tích: 30m²
- Tầng 2.
- Trang bị đầy đủ nội thất: Giường, tủ quần áo, điều hòa, bình nóng lạnh, bếp, vệ sinh khép kín
- Hệ thống điện nước riêng biệt, công tơ riêng từng phòng
4. Chi phí:
- Giá thuê: 4.000.000 VNĐ/tháng
- Điện: 4.000đ/kWh
- Nước: 30.000đ/m³
- Phí dịch vụ: 150.000đ/người (bao gồm gửi xe, giặt sấy, internet)
5. Tiện ích: Có chỗ để xe cho 2-3 xe máy; Giặt sấy.
Liên hệ chính chủ: Mr. Trung – 098.4048.218
Miễn trung gian, xem phòng trực tiếp tại địa chỉ.",4000000,30.0,"41 ngõ 45 Đường Phan Đình Phùng, Hà Nội",hà nội,Ba Đình,Quán Thánh,Studio khép kín,21.042,105.841,4.000đ/kwh,30.000đ/m³,,150.000đ/người,,True,True,False,False,False,False,False,False,phòng trọ,"Thứ 5, 22:00 15/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6605597839917-325505b4275f6493d8c204b28e71ca45_1747357272.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6605597012713-051c77e015246d6e6cfdabd141f5d7b1_1747357276.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6605597608525-571ba658bd5ad9e2943bcaa92a4824f4_1747357271.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6605597708907-b2be1d120f3840c4b1abe154b07c53ee_1747357270.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6605597120313-bb3bb907497e7eb8c4763e4300ee3b17_1747357272.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6605597232119-8fa18cbaadd5e94b8c5d39f2aba8a3a5_1747357274.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6605597366503-8ec217b2a4f34cb188747585ea8530a7_1747357274.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6605597475921-6813db5fa0d7f62dd2aaa8cb4b27f4ea_1747357276.jpg""]",8,2026-09-11T14:48:16.189849
phongtro123_675546,phongtro123,https://phongtro123.com/khai-truong-ccmn-46-ngo-230-me-tri-thuong-pr675546.html,"Khai trương CCMN 46 ngõ 230 Mễ Trì Thượng, Hà Nội","Khai trương CCMN 46 ngõ 230 Mễ Trì Thượng, HN
- Đầy đủ PCCC
- 1n1k, studio giá 4.5m và 4.9m
- Không chung chủ, giờ giấc tự do, ccho nuôi pet
Liên hệ chính chủ: 0393026120",4500000,30.0,"Số 46 Ngõ 230 Đường Mễ Trì Thượng, Phường Từ Liêm, Hà Nội",hà nội,Nam Từ Liêm,Từ Liêm,1 Phòng Ngủ (1PN/1N1K),21.015243,105.765435,,,,,,False,False,False,False,False,False,True,False,phòng trọ,"Thứ 2, 11:04 12/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/02/27/2_1740597036.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/02/27/3_1740597036.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/02/27/4_1740597040.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/02/27/5_1740597041.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/01/img-6803_1788232468.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369345.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369246.png""]",8,2026-09-11T14:48:19.705153
phongtro123_681286,phongtro123,https://phongtro123.com/pass-tro-thang-6-vao-o-dc-dong-1-coc-1-pr681286.html,pass trọ tháng 6 vào ở đc đóng 1 cọc 1,"phòng to gọn gàng sạch sẽ tháng 6 vào ở được
Mình muốn nhượng phòng
giá 2 triệu 9
địa chỉ số 27 ngõ 898 đường láng tầng 1
điện2,5k
nước 100k/ người
xe 100k/xe
phí vệ sinh 60k
tháng 6 vào ở",2900000,30.0,"số 27 ngõ 898 Đường Láng, Phường Láng, Hà Nội",hà nội,,Láng,Phòng trọ khép kín,21.025,105.803,,100k/ người,,,,False,False,False,False,False,False,False,False,phòng trọ,"Chủ Nhật, 12:46 11/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/11/img-6101_1746942102.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/11/img-6100_1746942102.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/11/img-6099_1746942104.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/11/img-6098_1746942105.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/11/img-6097_1746942107.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/01/img-6803_1788232468.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369345.png""]",8,2026-09-11T14:48:22.456931
phongtro123_681833,phongtro123,https://phongtro123.com/phong-40m2-co-ban-cong-rong-rai-nhieu-cua-so-don-anh-nang-tu-nhien-pr681833.html,"Phòng 40m2 có ban công rộng rãi, nhiều cửa sổ đón ánh nắng tự nhiên","Phòng 40m2 có ban công rộng rãi, nhiều cửa sổ đón ánh nắng tự nhiên
Đã có giường tủ, nóng lạnh, điều hòa, bàn phấn
Không chung chủ, vskk, được nuôi pet
giờ giấc tự do
Giá 5tr/tháng",5000000,40.0,"Phố Thiên Hiền, Phường Từ Liêm, Hà Nội",hà nội,,Từ Liêm,Phòng trọ khép kín,21.015243,105.765435,,,,,,True,True,False,False,False,True,False,False,phòng trọ,"Thứ 6, 14:47 16/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6508641176222-628bd0cc3534cf68e1b0a2efd94bfa63_1747381441.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6508641181346-e3d21950844424d69f1f79340e2931fe_1747381441.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/16/z6508641184465-06d34b5229546cf9205c12087def210d_1747381444.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/01/img-6803_1788232468.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369345.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369246.png"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2026/09/03/img-6803_1788369556.png""]",8,2026-09-11T14:48:21.227188
phongtro123_680835,phongtro123,https://phongtro123.com/1-ngu-1-khach-tai-co-nhue-co-ban-cong-5tr5-pr680835.html,"1PN, 1PK cho thuê tại Cổ Nhuế - Có ban công - giá 5tr5","Cho thuê phòng 1 ngủ 1 khách tại Cổ Nhuế
- Có thang máy
- Có ban công
- Full nội thất như hình
- Cho nuôi thú cưng
- Vệ sinh khép kín
- Nhận xe điện
- Ô tô để cách nhà 100m
Giá dịch vụ:
- Điện 3.9k/số,
- nước 30k/khối,
- dịch vụ chung: 150k/người bao gồm tất cả. Xe thứ 3 phụ thu thêm 150/xe.",5500000,30.0,"Số 8A Ngõ 37 Đường Cầu Noi, Phường Đông Ngạc, Hà Nội",hà nội,Bắc Từ Liêm,Đông Ngạc,1 Phòng Ngủ (1PN/1N1K),21.082,105.775,3.9k/số,30k/khối,,150k/người,,False,False,False,False,True,True,False,True,phòng trọ,"Thứ 3, 01:30 06/05/2025",0909316890,"[""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/06/z6533885098235-fe3f2d0d80bba4bd53b18c53e4a20c95_1746469751.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/06/z6533885104707-a6f9c2db4fe44aca475a82fbb732db7b_1746469751.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/06/z6533885109562-eeac1b7d38376685d706a40bc9a26bda_1746469752.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/06/z6533885121812-f5e50f52564324909a23a81fb02021c8_1746469752.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/06/z6533885124680-18f86cf6f146416bee25a567591b48ed_1746469753.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/06/z6533885131779-0becd6090520c7873adcd9d86686068b_1746469753.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/900x600/fit/2025/05/06/z6533885141246-ed95913267531efc85dc5e998b2f52d9_1746469754.jpg"", ""https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/03/29/2_1711684797.jpg""]",8,2026-09-11T14:48:24.299924
